id,symbol,avg_diff|float,p_val|float,_hprdClass,_expr,_geneLists,class
TFDP2,TFDP2,0.489969,4.5e-08,Transcription factor,"BrainSpLMD|7029;Eurexp|euxassay_009223|liver, marginal layer, nasal capsule, neural retina, olfactory, ventricular layer;BrainSpMouseDev|84320",OMIM|602160,RGdiv2
KLF3,KLF3,0.489885,1.24e-07,Transcription regulatory protein,BrainSpLMD|51274,OMIM|609392,RGdiv2
FADS1,FADS1,0.489396,0,Enzyme: Oxidoreductase,"BrainSpLMD|3992;Eurexp|euxassay_000686|adrenal gland, testis",OMIM|606148,RGdiv2
UBE2D4,UBE2D4,0.489321,0.000430777,Ubiquitin proteasome system protein,BrainSpLMD|51619,"",RGdiv2
ELP5,ELP5,0.489177,4.23e-05,Unclassified,BrainSpLMD|23587,OMIM|615019,RGdiv2
KIF20B,KIF20B,0.488651,5.52e-08,Cell cycle control protein,BrainSpLMD|9585,OMIM|605498,RGdiv2
PSMG3,PSMG3,0.487628,0.000497683,Unclassified,BrainSpLMD|84262,OMIM|617528,RGdiv2
SMAD9,SMAD9,0.487612,0.00062548,Transcription factor;Unclassified,BrainSpLMD|4093;BrainSpMouseDev|35279,"OMIM|603295;HPO|4093|Autosomal dominant inheritance, Incomplete penetrance, Increased pulmonary vascular resistance, Progressive, Pulmonary arterial hypertension",RGdiv2
CTNNB1,CTNNB1,0.487264,0,Adhesion molecule,BrainSpLMD|1499;BrainSpMouseDev|12172,"SFARI||Autism, 3 - Suggestive evidence;OMIM|116806;COSMIC||colorectal, ovarian, hepatoblastoma, pleomorphic salivary gland adenoma, other tumour types;HPO|1499|Abdominal pain, Abnormal hypothalamus morphology, Abnormal visual field test, Abnormality of metabolism/homeostasis, Abnormality of retinal pigmentation, Abnormality of the abdominal wall, Abnormality of the musculature, Autosomal dominant inheritance, Autosomal recessive inheritance, Bitemporal hemianopia, Breast carcinoma, Central adrenal insufficiency, Central diabetes insipidus, Cerebral calcification, Desmoid tumors, Dysgerminoma, Elevated alpha-fetoprotein, Enlarged pituitary gland, Epigastric pain, Excessive daytime somnolence, Fatigue, Generalized hypotonia, Global developmental delay, Headache, Hepatic fibrosis, Hepatic necrosis, Hepatocellular carcinoma, Hepatomegaly, Hereditary nonpolyposis colorectal carcinoma, Heterogeneous, Hypogonadotrophic hypogonadism, Hypoplasia of the corpus callosum, Incomplete penetrance, Infantile onset, Intellectual disability, Intestinal polyposis, Intracranial cystic lesion, Long philtrum, Malabsorption, Medulloblastoma, Microcephaly, Micronodular cirrhosis, Myalgia, Nausea and vomiting, Neoplasm of the anterior pituitary, Neoplasm of the stomach, Neurological speech impairment, Obesity, Ovarian papillary adenocarcinoma, Papilledema, Pilomatrixoma, Pituitary hypothyroidism, Portal vein thrombosis, Progressive visual field defects, Prolactin excess, Renal cell carcinoma, Slow decrease in visual acuity, Somatic mutation, Spastic diplegia, Strabismus, Subacute progressive viral hepatitis, Subcutaneous nodule, Thin upper lip vermilion, Transitional cell carcinoma of the bladder, Uterine leiomyosarcoma, Vomiting",RGdiv2
STOML2,STOML2,0.487014,0.000128585,Membrane transport protein,BrainSpLMD|30968,OMIM|608292,RGdiv2
NPC2,NPC2,0.486154,1.92e-05,Transport/cargo protein,"BrainSpLMD|10577;Eurexp|euxassay_001964|cervical, cervico-thoracic, left lung, mantle layer, marginal layer, right lung, stomach, thoracic, trachea, ventral grey horn, ventricular layer","OMIM|601015;HPO|10577|Abnormal cholesterol homeostasis, Ataxia, Autosomal recessive inheritance, Bone-marrow foam cells, Cataplexy, Dementia, Dysarthria, Dysphagia, Dystonia, Fetal ascites, Foam cells in visceral organs and CNS, Generalized hypotonia, Global developmental delay, Hepatomegaly, Heterogeneous, Intellectual disability, Loss of speech, Low cholesterol esterification rates, Neurofibrillary tangles, Onset, Perseveration, Prolonged neonatal jaundice, Psychosis, Respiratory failure, Sea-blue histiocytosis, Seizures, Spasticity, Splenomegaly, Stereotypy, Vertical supranuclear gaze palsy",RGdiv2
IQGAP3,IQGAP3,0.486006,7.88e-15,GTPase activating protein,BrainSpLMD|128239,"SFARI||Autism, 4 - Minimal evidence",RGdiv2
TBCD,TBCD,0.485668,2.59e-06,Chaperone,BrainSpLMD|6904,"OMIM|604649;HPO|6904|Arthrogryposis multiplex congenita, Atrophy/Degeneration affecting the brainstem, Autosomal recessive inheritance, CNS hypomyelination, Cerebellar atrophy, Constipation, Developmental regression, Diffuse cerebral atrophy, Encephalopathy, Facial hypotonia, Feeding difficulties, Gliosis, Global developmental delay, Hypertelorism, Hypoplasia of the corpus callosum, Intellectual disability, Micrognathia, Muscle weakness, Neuronal loss in central nervous system, Optic atrophy, Postnatal microcephaly, Scoliosis, Seizures, Severe muscular hypotonia, Skeletal muscle atrophy, Sparse eyebrow, Spastic tetraplegia, Tongue fasciculations, Upslanted palpebral fissure, Variable expressivity, Ventriculomegaly, Widely spaced teeth",RGdiv2
SCCPDH,SCCPDH,0.484759,2.05e-05,Unclassified,BrainSpLMD|51097;BrainSpMouseDev|73391,"",RGdiv2
KXD1,KXD1,0.484577,0.000170712,Unclassified,BrainSpLMD|79036,OMIM|615178,RGdiv2
PDIA4,PDIA4,0.484415,3.84e-08,Chaperone,"BrainSpLMD|9601;Eurexp|euxassay_000803|basal plate, telencephalon, ventricular layer","",RGdiv2
FGD5.AS1,FGD5.AS1,0.484193,1.19e-12,"","","",RGdiv2
POLR2D,POLR2D,0.484053,1.46e-10,RNA polymerase,BrainSpLMD|5433,OMIM|606017,RGdiv2
MFGE8,MFGE8,0.483473,2.14e-09,Adhesion molecule,"BrainSpLMD|4240;Eurexp|euxassay_010873|Meckel's cartilage, epithelium, oesophagus, ovary, pharyngo-tympanic tube, stomach, submandibular gland primordium, ventricular layer;BrainSpMouseDev|17073",OMIM|602281,RGdiv2
CREM,CREM,0.482365,7.49e-07,Transcription factor,BrainSpLMD|1390,OMIM|123812,RGdiv2
UFL1,UFL1,0.481798,2.51e-07,Unclassified,BrainSpLMD|23376,OMIM|613372,RGdiv2
LNPEP,LNPEP,0.481625,0.000764637,Aminopeptidase,BrainSpLMD|4012,OMIM|151300,RGdiv2
IGF2BP3,IGF2BP3,0.480968,2.1e-07,Translation regulatory protein,BrainSpLMD|10643;Eurexp|euxassay_006316|embryo,OMIM|608259,RGdiv2
MLEC,MLEC,0.479014,1.96e-09,Unclassified,"BrainSpLMD|9761;Eurexp|euxassay_016414|clavicle, lung, mandible, maxilla, orbito-sphenoid, submandibular gland primordium, temporal bone, turbinate",OMIM|613802,RGdiv2
CENPW,CENPW,0.47864,7.9e-11,Unclassified,"Eurexp|euxassay_006383|roof plate, telencephalic part of interventricular foramen, thalamus",OMIM|611264,RGdiv2
BTBD3,BTBD3,0.478522,2.75e-06,Unclassified,"BrainSpLMD|22903;Eurexp|euxassay_006662|adenohypophysis, anterior, axial skeleton, cartilaginous ring, cervical, cervico-thoracic, clavicle, diaphragm, epithelium, glossopharyngeal IX, lip, mantle layer, marginal layer, mesenchyme, oral epithelium, pectoralis major, pectoralis minor, phalanx, posterior, thoracic, trigeminal V, vagus X, ventral grey horn, vestibulocochlear VIII",OMIM|615566,RGdiv2
SRP54,SRP54,0.478518,2.65e-05,RNA binding protein,BrainSpLMD|6729;Eurexp|euxassay_013249|embryo,OMIM|604857,RGdiv2
RAD54B,RAD54B,0.478225,4.97e-11,ATPase,BrainSpLMD|25788,OMIM|604289;HPO|25788|Lymphoma,RGdiv2
STARD4,STARD4,0.477983,0.000954583,Unclassified,"BrainSpLMD|134429;Eurexp|euxassay_008767|hindgut, midgut, rectum",OMIM|607049,RGdiv2
MSH2,MSH2,0.477849,4.08e-10,DNA repair protein,BrainSpLMD|4436;Eurexp|euxassay_001494|dorsal root ganglion,"OMIM|609309;COSMIC||colorectal, endometrial, ovarian, colorectal, endometrial, ovarian;HPO|4436|Abdominal pain, Abnormality of abdomen morphology, Adenoma sebaceum, Anxiety, Attention deficit hyperactivity disorder, Autosomal dominant inheritance, Autosomal recessive inheritance, Axillary freckling, Basal cell carcinoma, Benign gastrointestinal tract tumors, Benign genitourinary tract neoplasm, Breast carcinoma, Cafe-au-lait spot, Colon cancer, Colonic diverticula, Constipation, Death in early adulthood, Death in infancy, Depressivity, Duodenal adenocarcinoma, Ependymoma, Fatigue, Gastrointestinal hemorrhage, Glioblastoma, Hypermelanotic macule, Hypertonia, Increased intracranial pressure, Irritability, Laryngeal carcinoma, Leukemia, Lymphoma, Malabsorption, Malignant genitourinary tract tumor, Medulloblastoma, Migraine, Muscular hypotonia, Nausea and vomiting, Neoplasm of the rectum, Neoplasm of the stomach, Neuroblastoma, Rhabdomyosarcoma, Sebaceous gland carcinoma, Seizures, Weight loss",RGdiv2
TMEM9,TMEM9,0.477287,3.92e-06,Integral membrane protein,"BrainSpLMD|252839;Eurexp|euxassay_003611|choroid plexus, incisor, lateral recess, molar",OMIM|616877,RGdiv2
SGSM2,SGSM2,0.475713,1.18e-06,Unclassified,BrainSpLMD|9905,OMIM|611418,RGdiv2
CDC23,CDC23,0.475542,0.000458102,Ubiquitin proteasome system protein;Cell cycle control protein,BrainSpLMD|8697;Eurexp|euxassay_007491|embryo,OMIM|603462,RGdiv2
SRR,SRR,0.475093,8.73e-07,Enzyme: Racemase,BrainSpLMD|63826,OMIM|606477,RGdiv2
MIEF1,MIEF1,0.475055,0.000250358,Unclassified,BrainSpLMD|54471,OMIM|615497,RGdiv2
DENND5A,DENND5A,0.474728,3.53e-10,Unclassified,BrainSpLMD|23258,OMIM|617278,RGdiv2
TRIM59,TRIM59,0.474247,0,Ubiquitin proteasome system protein,"",OMIM|616148,RGdiv2
RAP1B,RAP1B,0.473912,1.21e-08,GTPase,BrainSpLMD|5908,"OMIM|179530;HPO|5908|Abnormal dermatoglyphics, Abnormality of the cardiac septa, Butterfly vertebrae, Cerebral cortical atrophy, Cleft palate, Coarctation of aorta, Conductive hearing impairment, Eversion of lateral third of lower eyelids, Failure to thrive, Feeding difficulties, Hemivertebrae, High palate, Highly arched eyebrow, Hydrocephalus, Hypodontia, Joint hyperflexibility, Long eyelashes, Macrotia, Microcephaly, Microdontia, Muscular hypotonia, Protruding ear, Ptosis, Recurrent infections, Scoliosis, Sensorineural hearing impairment, Short 5th finger, Short columella, Short middle phalanx of finger, Short stature, Sparse lateral eyebrow, Strabismus, Ventriculomegaly, Widely spaced teeth",RGdiv2
CRKL,CRKL,0.473276,3.7e-08,Adapter molecule,BrainSpLMD|1399,"OMIM|602007;HPO|1399|Abnormality of earlobe, Absent fingernail, Absent toenail, Clinodactyly of the 5th finger, Deeply set eye, Global developmental delay, Highly arched eyebrow, Intellectual disability, Intrauterine growth retardation, Language impairment, Microcephaly, Neoplasm, Pes planus, Pointed chin, Premature birth, Short stature, Smooth philtrum, Thin upper lip vermilion, Truncus arteriosus, Underdeveloped nasal alae",RGdiv2
HNRNPUL1,HNRNPUL1,0.47221,1.12e-11,RNA binding protein,BrainSpLMD|11100,OMIM|605800,RGdiv2
TMEM30A,TMEM30A,0.472142,2.3e-05,Integral membrane protein,BrainSpLMD|55754,OMIM|611028,RGdiv2
CBX6,CBX6,0.472127,1.52e-08,DNA binding protein,BrainSpLMD|23466,OMIM|617438,RGdiv2
AAED1,AAED1,0.471876,3.01e-05,Unclassified,"","",RGdiv2
RHOA,RHOA,0.471782,1.87e-14,GTPase,BrainSpLMD|387;BrainSpMouseDev|11635,"OMIM|165390;COSMIC||diffuse gastric, T cell lymphomas, paediatric Burkitt lymphoma",RGdiv2
ZNF43,ZNF43,0.471288,3.63e-10,DNA binding protein,BrainSpLMD|7594,OMIM|603972,RGdiv2
IQCB1,IQCB1,0.471051,0.000165464,Unclassified,"BrainSpLMD|9657;Eurexp|euxassay_012492|ventricle, ventricular layer","OMIM|609237;HPO|9657|Abnormal electroretinogram, Abnormality of neuronal migration, Abnormality of retinal pigmentation, Abnormality of the optic disc, Aplasia/Hypoplasia of the cerebellar vermis, Autosomal recessive inheritance, Cataract, Encephalocele, Global developmental delay, Hemiplegia/hemiparesis, Heterogeneous, Hypertension, Keratoconus, Muscular hypotonia, Nephronophthisis, Nystagmus, Premature ovarian insufficiency, Progressive visual loss, Retinal dystrophy, Rod-cone dystrophy, Seizures, Severe visual impairment, Short stature, Stage 5 chronic kidney disease, Visual impairment",RGdiv2
SYT11,SYT11,0.470165,1.49e-11,Calcium binding protein,BrainSpLMD|23208,OMIM|608741,RGdiv2
USP28,USP28,0.469936,4.31e-05,Ubiquitin proteasome system protein,"BrainSpLMD|57646;Eurexp|euxassay_000568|oesophagus, tongue, vertebral axis muscle system",OMIM|610748,RGdiv2
NBPF15,NBPF15,0.469455,0,Unclassified,"",OMIM|614005,RGdiv2
CD63,CD63,0.468683,0,Integral membrane protein,BrainSpLMD|967,OMIM|155740,RGdiv2
IGF2BP2,IGF2BP2,0.467736,2.65e-09,RNA binding protein,BrainSpLMD|10644,OMIM|608289,RGdiv2
GRB14,GRB14,0.467383,7.16e-08,Adapter molecule,"BrainSpLMD|2888;Eurexp|euxassay_012213|dorsal root ganglion, mantle layer, nucleus pulposus, trigeminal V",OMIM|601524,RGdiv2
G3BP1,G3BP1,0.465161,4.44e-16,RNA binding protein;Ribonuclease,BrainSpLMD|10146,OMIM|608431,RGdiv2
SLC20A1,SLC20A1,0.465001,5.56e-06,Membrane transport protein,"BrainSpLMD|6574;Eurexp|euxassay_009182|brain, cervical, cervico-thoracic, cortex, dorsal root ganglion, facial VII, glomeruli, glossopharyngeal IX, liver, marginal layer, metanephros, midgut, primitive seminiferous tubules, spinal cord, submandibular gland primordium, thoracic, trigeminal V, vagus X",OMIM|137570,RGdiv2
REC8,REC8,0.464946,0.00040481,Cell cycle control protein,"BrainSpLMD|9985;Eurexp|euxassay_012260|cochlea, lung, mantle layer, metanephros, olfactory, ovary, pancreas, pituitary, stomach, thyroid, trigeminal V, urethra, ventral grey horn, ventricular layer",OMIM|608193,RGdiv2
AEBP2,AEBP2,0.464857,8.88e-11,DNA binding protein,"BrainSpLMD|121536;Eurexp|euxassay_014332|footplate, handplate, thymus primordium, ventricular layer;BrainSpMouseDev|11356","",RGdiv2
CCDC14,CCDC14,0.464732,1.19e-10,Transport/cargo protein,BrainSpLMD|64770,OMIM|617147,RGdiv2
PCYT1B,PCYT1B,0.464488,0.000390857,Enzyme: Nucleotidyltransferase,"BrainSpLMD|9468;Eurexp|euxassay_004655|brain, cervical, cervico-thoracic, dorsal root ganglion, facial VII, glossopharyngeal IX, incisor, neural retina, olfactory, spinal cord, stroma, trigeminal V, vagus X, vestibulocochlear VIII",OMIM|300948,RGdiv2
HMGCR,HMGCR,0.46439,3.52e-11,Enzyme: Reductase,"BrainSpLMD|3156;Eurexp|euxassay_004330|brain, cervico-thoracic, dorsal root ganglion, facial VII, glossopharyngeal IX, nucleus pulposus, spinal cord, thoracic, trigeminal V, vagus X",OMIM|142910,RGdiv2
FGFR2,FGFR2,0.463887,1.23e-05,Receptor tyrosine kinase,BrainSpLMD|2263;BrainSpMouseDev|13960,"OMIM|176943;COSMIC||gastric, NSCLC, endometrial, Crouzon, Pfeiffer, and Apert syndromes;HPO|2263|2-3 finger syndactyly, 2-3 toe syndactyly, Abnormal facial shape, Abnormal heart morphology, Abnormal morphology of the limbic system, Abnormal renal morphology, Abnormality of cardiovascular system morphology, Abnormality of pelvic girdle bone morphology, Abnormality of the antihelix, Abnormality of the cervical spine, Abnormality of the nasolacrimal system, Abnormality of the nasopharynx, Abnormality of the palate, Abnormality of the pancreas, Abnormality of the periosteum, Abnormality of the pinna, Abnormality of the ribs, Absence of Stensen duct, Absent first metatarsal, Absent lacrimal punctum, Absent proximal phalanx of thumb, Absent radius, Absent septum pellucidum, Acanthosis nigricans, Acne, Acrobrachycephaly, Agenesis of corpus callosum, Alacrima, Anomalous tracheal cartilage, Anteriorly placed anus, Anteverted nares, Aplasia of the parotid gland, Aplasia/Hypoplasia of the earlobes, Aplasia/Hypoplasia of the thumb, Aqueductal stenosis, Arachnodactyly, Arachnoid cyst, Arnold-Chiari malformation, Arnold-Chiari type I malformation, Atresia of the external auditory canal, Atrial septal defect, Autosomal dominant inheritance, Autosomal recessive inheritance, Bell-shaped thorax, Bicoronal synostosis, Bifid scrotum, Bifid uvula, Bilateral single transverse palmar creases, Bilateral triphalangeal thumbs, Blepharospasm, Brachycephaly, Brachydactyly, Brachyturricephaly, Breast carcinoma, Broad distal hallux, Broad distal phalanx of the thumb, Broad forehead, Broad hallux, Broad hallux phalanx, Broad metatarsal, Broad thumb, Bronchomalacia, Buphthalmos, Calcaneonavicular fusion, Camptodactyly, Camptodactyly of finger, Carious teeth, Cartilaginous trachea, Cerebellar hypoplasia, Cervical C5/C6 vertebrae fusion, Choanal atresia, Choanal stenosis, Chronic otitis media, Cleft of chin, Cleft palate, Clinodactyly of the 5th finger, Clitoral hypertrophy, Cloverleaf skull, Conductive hearing impairment, Congenital stationary night blindness, Conical incisor, Conjunctivitis, Convex nasal ridge, Corneal perforation, Coronal craniosynostosis, Coronal hypospadias, Craniofacial dysostosis, Craniosynostosis, Cryptorchidism, Cupped ear, Cutaneous finger syndactyly, Dacryocystitis, Decreased calvarial ossification, Delayed cranial suture closure, Delayed eruption of primary teeth, Delayed eruption of teeth, Dental crowding, Dental malocclusion, Depressed nasal bridge, Deviation of the thumb, Dolichocephaly, Downslanted palpebral fissures, Dysgerminoma, Ectopic anus, Elbow ankylosis, Esophageal atresia, External ear malformation, Extramedullary hematopoiesis, Facial asymmetry, Feeding difficulties in infancy, Femoral bowing, Finger syndactyly, Flat face, Flat forehead, Frontal bossing, Fused labia minora, Gingival overgrowth, Global developmental delay, Growth abnormality, Hallux valgus, Hallux varus, Hearing abnormality, Hearing impairment, High forehead, High palate, Hirsutism, Humeroradial synostosis, Hydrocephalus, Hydronephrosis, Hyperextensible skin, Hyperlordosis, Hypertelorism, Hypertension, Hypodontia, Hypoplasia of dental enamel, Hypoplasia of the lacrimal puncta, Hypoplasia of the maxilla, Hypoplasia of the radius, Hypoplasia of the ulna, Hypoplasia of the zygomatic bone, Hypoplastic ischia, Hypoplastic labia majora, Hypoplastic lacrimal duct, Incomplete ossification of pubis, Increased intracranial pressure, Intellectual disability, Intellectual disability, mild, Intellectual disability, moderate, Joint stiffness, Lacrimal gland aplasia, Lacrimal gland hypoplasia, Lambdoidal craniosynostosis, Large fontanelles, Laryngomalacia, Limitation of joint mobility, Limited elbow extension, Long nose, Long philtrum, Low anterior hairline, Low-set ears, Low-set, posteriorly rotated ears, Macrocephaly, Macrotia, Malar flattening, Mandibular prognathia, Megalencephaly, Megalocornea, Melanocytic nevus, Metopic depression, Micrognathia, Microtia, Midface retrusion, Mixed hearing impairment, Morphological abnormality of the semicircular canal, Multiple suture craniosynostosis, Narrow chest, Narrow internal auditory canal, Narrow nose, Narrow palate, Narrow pelvis bone, Nasolacrimal duct obstruction, Natal tooth, Nephrosclerosis, Open bite, Optic atrophy, Osteopenia, Overfolding of the superior helices, Overriding aorta, Oxycephaly, Palmoplantar cutis gyrata, Palmoplantar cutis laxa, Palmoplantar keratoderma, Parietal foramina, Partial duplication of the distal phalanx of the 2nd finger, Partial duplication of the distal phalanx of the 3rd finger, Partial duplication of thumb phalanx, Periorbital fullness, Plagiocephaly, Posterior fossa cyst, Preauricular skin furrow, Preaxial polydactyly, Prominent crus of helix, Prominent nasal bridge, Prominent scrotal raphe, Proptosis, Ptosis, Pyloric stenosis, Radial deviation of the 3rd finger, Radioulnar synostosis, Recurrent corneal erosions, Reduced number of teeth, Renal agenesis, Respiratory distress, Rocker bottom foot, Sagittal craniosynostosis, Seizures, Shallow orbits, Short clavicles, Short foot, Short hallux, Short metatarsal, Short middle phalanx of toe, Short nose, Short palm, Short stature, Shortening of all middle phalanges of the fingers, Skull asymmetry, Sleep apnea, Small hand, Small nail, Small thenar eminence, Somatic mutation, Steep acetabular roof, Stenosis of the external auditory canal, Stomach cancer, Strabismus, Subcutaneous nodule, Syndactyly, Synostosis of carpal bones, Telecanthus, Toe syndactyly, Tracheomalacia, Turricephaly, Ulnar bowing, Underdeveloped supraorbital ridges, Upper airway obstruction, Vaginal atresia, Variable expressivity, Ventricular septal defect, Ventriculomegaly, Visceral angiomatosis, Visual impairment, Wide anterior fontanel, Xerostomia",RGdiv2
SERBP1,SERBP1,0.463879,6.83e-13,RNA binding protein,BrainSpLMD|26135,OMIM|607378,RGdiv2
HADHA,HADHA,0.46318,1.68e-09,Enzyme: Dehydrogenase,BrainSpLMD|3030,"OMIM|600890;HPO|3030|Abnormality of the amniotic fluid, Autosomal recessive inheritance, Cardiomyopathy, Congestive heart failure, Decreased activity of 3-hydroxyacyl-CoA dehydrogenase, Dilated cardiomyopathy, Elevated hepatic transaminases, Failure to thrive, Generalized hypotonia, Generalized muscle weakness, Global developmental delay, Hepatomegaly, Hydrops fetalis, Hyperammonemia, Hypoglycemia, Hypoketotic hypoglycemia, Lactic acidosis, Muscular hypotonia, Myalgia, Myoglobinuria, Peripheral neuropathy, Pigmentary retinopathy, Prenatal maternal abnormality, Respiratory failure, Rhabdomyolysis, Small for gestational age, Sudden death",RGdiv2
ITGB1P1,ITGB1P1,0.462948,0.000729826,"","","",RGdiv2
COLGALT1,COLGALT1,0.46287,1.26e-09,Unclassified,BrainSpLMD|79709,OMIM|617531,RGdiv2
CISD2,CISD2,0.462797,9.44e-05,Unclassified,BrainSpLMD|493856,"OMIM|611507;HPO|493856|Abnormal bleeding, Abnormality of mesentery morphology, Ataxia, Autosomal recessive inheritance, Depressivity, Diabetes insipidus, Diabetes mellitus, Dysarthria, Dysuria, Feeding difficulties in infancy, Impaired collagen-induced platelet aggregation, Nephropathy, Nystagmus, Optic atrophy, Optic neuropathy, Polydipsia, Recurrent urinary tract infections, Seizures, Sensorineural hearing impairment",RGdiv2
ARIH2,ARIH2,0.462781,0.000774691,Ubiquitin proteasome system protein,BrainSpLMD|10425,OMIM|605615,RGdiv2
WIPF3,WIPF3,0.462592,2.22e-16,Cytoskeletal associated protein,BrainSpLMD|644150,OMIM|612432,RGdiv2
EIF5A,EIF5A,0.461561,1.34e-05,Translation Factor,BrainSpLMD|1984,OMIM|600187,RGdiv2
CSTB,CSTB,0.461463,2.81e-11,Protease inhibitor,"BrainSpLMD|1476;Eurexp|euxassay_009738|bladder, mandible, maxilla, stomach, thymus primordium","OMIM|601145;HPO|1476|Absence seizures, Ataxia, Autosomal recessive inheritance, Dysarthria, EEG with polyspike wave complexes, Generalized tonic-clonic seizures, Intention tremor, Limb ataxia, Mental deterioration, Morning myoclonic jerks, Myoclonus",RGdiv2
IFT43,IFT43,0.458852,3.07e-05,Unclassified,BrainSpLMD|112752,"OMIM|614068;HPO|112752|Abnormal diaphysis morphology, Abnormal toenail morphology, Abnormality of the fingernails, Abnormality of the metaphysis, Anteverted nares, Autosomal recessive inheritance, Brachydactyly, Broad nail, Craniosynostosis, Cutis laxa, Dolichocephaly, Dry skin, Ectodermal dysplasia, Epicanthus, Everted lower lip vermilion, Fine hair, Finger syndactyly, Frontal bossing, Hypodontia, Hypoplasia of teeth, Hypotelorism, Joint hyperflexibility, Joint laxity, Microdontia, Narrow chest, Nephronophthisis, Osteoporosis, Pectus excavatum, Prominent occiput, Rhizomelia, Short distal phalanx of finger, Short nail, Short stature, Sparse hair, Syndactyly, Widely spaced teeth",RGdiv2
KDM3B,KDM3B,0.458345,2.63e-05,Unclassified,BrainSpLMD|51780,OMIM|609373,RGdiv2
PPP2R3C,PPP2R3C,0.45807,2.12e-05,Calcium binding protein,BrainSpLMD|55012,OMIM|615902,RGdiv2
LGALSL,LGALSL,0.458055,0.000773569,"","BrainSpLMD|29094;Eurexp|euxassay_002315|dorsal root ganglion, pectoral girdle and thoracic body wall, rib, submandibular gland primordium","",RGdiv2
CSTF1,CSTF1,0.457599,9.37e-07,RNA binding protein,BrainSpLMD|1477,OMIM|600369,RGdiv2
HIPK1,HIPK1,0.457048,1.47e-05,Serine/threonine kinase,BrainSpLMD|204851,OMIM|608003,RGdiv2
GTF3C6,GTF3C6,0.456003,4.34e-05,Unclassified,BrainSpLMD|112495,OMIM|611784,RGdiv2
CCDC167,CCDC167,0.45576,1.1e-05,Unclassified,"","",RGdiv2
SUMO3,SUMO3,0.454594,0.000158892,Ubiquitin proteasome system protein,BrainSpLMD|6612,OMIM|602231,RGdiv2
MTA3,MTA3,0.453711,3.16e-05,Transcription regulatory protein,BrainSpLMD|57504;BrainSpMouseDev|78179,OMIM|609050,RGdiv2
EIF2AK2,EIF2AK2,0.452861,6.87e-09,Serine/threonine kinase,BrainSpLMD|5610,OMIM|176871,RGdiv2
TIMM10B,TIMM10B,0.452414,4.14e-07,Membrane transport protein,BrainSpLMD|26515,OMIM|607388,RGdiv2
TRMT10C,TRMT10C,0.452382,7.8e-06,RNA methyltransferase,"BrainSpLMD|54931;Eurexp|euxassay_006517|calyces, dermis, epidermis, hyoid bone, incisor, lung, mantle layer, marginal layer, molar, phalanx, submandibular gland primordium, tegmentum, temporal bone, ventricular layer, vestibulocochlear VIII, vibrissa","OMIM|615423;HPO|54931|Autosomal recessive inheritance, Congenital onset, Decreased liver function, Elevated hepatic transaminases, Failure to thrive, Feeding difficulties, Gastroesophageal reflux, Generalized hypotonia, Hyperalaninemia, Increased CSF lactate, Increased serum lactate, Lactic acidosis",RGdiv2
TSPAN3,TSPAN3,0.452309,3.34e-11,Integral membrane protein,"BrainSpLMD|10099;Eurexp|euxassay_011791|axial skeleton, basioccipital bone, basisphenoid bone, naris, nasal septum, orbito-sphenoid, otic capsule, petrous part, rib, turbinate bones",OMIM|613134,RGdiv2
SFXN1,SFXN1,0.451686,9.66e-08,Transport/cargo protein,BrainSpLMD|94081;Eurexp|euxassay_006928|embryo,OMIM|615569,RGdiv2
PSMB2,PSMB2,0.450014,1.18e-05,Ubiquitin proteasome system protein,BrainSpLMD|5690;Eurexp|euxassay_004563|nucleus pulposus,OMIM|602175,RGdiv2
TMEM41B,TMEM41B,0.449883,4.78e-06,Integral membrane protein,"","",RGdiv2
ITM2C,ITM2C,0.44898,2.16e-06,Integral membrane protein,BrainSpLMD|81618,OMIM|609554,RGdiv2
ZNF680,ZNF680,0.448712,3.63e-05,DNA binding protein,BrainSpLMD|340252,"",RGdiv2
RDX,RDX,0.448161,0,Cytoskeletal associated protein,BrainSpLMD|5962,"OMIM|179410;HPO|5962|Autosomal recessive inheritance, Infantile onset, Profound sensorineural hearing impairment",RGdiv2
LDLRAD3,LDLRAD3,0.447821,6.03e-06,Unclassified,"BrainSpLMD|143458;Eurexp|euxassay_011393|dorsal root ganglion, facial VII, glossopharyngeal IX, pancreas, stomach, trigeminal V, vagus X, vestibulocochlear VIII","",RGdiv2
GLMN,GLMN,0.447639,2.38e-06,Unclassified;Ligand,BrainSpLMD|11146,"OMIM|601749;HPO|11146|Abnormality of metabolism/homeostasis, Abnormality of the skin, Autosomal dominant inheritance",RGdiv2
PIK3CB,PIK3CB,0.446672,7.43e-06,Lipid Kinase,BrainSpLMD|5291;BrainSpMouseDev|50610,"OMIM|602925;COSMIC||SCC, NSCLC",RGdiv2
PMS1,PMS1,0.446243,7.49e-07,DNA repair protein,BrainSpLMD|5378;BrainSpMouseDev|86518,"OMIM|600258;COSMIC||colorectal, endometrial, ovarian;HPO|5378|Abdominal pain, Anxiety, Attention deficit hyperactivity disorder, Autosomal dominant inheritance, Colon cancer, Constipation, Death in early adulthood, Death in infancy, Depressivity, Fatigue, Gastrointestinal hemorrhage, Glioblastoma, Hypertonia, Increased intracranial pressure, Irritability, Malabsorption, Migraine, Muscular hypotonia, Nausea and vomiting, Neoplasm of the rectum, Seizures, Weight loss",RGdiv2
NBPF8,NBPF8,0.446063,4.67e-08,"","",OMIM|613998,RGdiv2
